barrels08,comb08,VClass,year,youSaveSpend
14.98227273,22,Two Seaters,1984,-1750
21.974,15,Two Seaters,1984,-6250
18.31166667,18,Two Seaters,1984,-4000
16.4805,20,Two Seaters,1984,-2750
13.73375,24,Two Seaters,1984,-1000
12.20777778,27,Two Seaters,1984,0
23.54357143,14,Two Seaters,1984,-7500
23.54357143,14,Two Seaters,1984,-7500
19.38882353,17,Two Seaters,1984,-4750
19.38882353,17,Two Seaters,1984,-4750
17.34789474,19,Two Seaters,1984,-3250
13.73375,24,Two Seaters,1984,-1000
13.73375,24,Two Seaters,1984,-1000
20.600625,16,Minicompact Cars,1984,-5500
21.974,15,Minicompact Cars,1984,-6250
18.31166667,18,Minicompact Cars,1984,-4000
9.694411765,34,Minicompact Cars,1984,1750
15.69571429,21,Minicompact Cars,1984,-2250
36.62333333,9,Subcompact Cars,1984,-16000
41.20125,8,Subcompact Cars,1984,-19000
16.4805,20,Subcompact Cars,1984,-2750
17.34789474,19,Subcompact Cars,1984,-3250
15.69571429,21,Subcompact Cars,1984,-2250
18.31166667,18,Subcompact Cars,1984,-4000
14.33086957,23,Subcompact Cars,1984,-1250
16.4805,20,Subcompact Cars,1984,-2750
18.31166667,18,Subcompact Cars,1984,-4000
14.98227273,22,Subcompact Cars,1984,-1750
17.34789474,19,Subcompact Cars,1984,-3250
21.974,15,Subcompact Cars,1984,-6250
13.1844,25,Subcompact Cars,1984,-500
12.67730769,26,Subcompact Cars,1984,-250
12.20777778,27,Subcompact Cars,1984,0
10.61625,36,Subcompact Cars,1984,1250
14.98227273,22,Subcompact Cars,1984,-1750
14.98227273,22,Subcompact Cars,1984,-1750
15.69571429,21,Subcompact Cars,1984,-2250
17.34789474,19,Subcompact Cars,1984,-3250
15.69571429,21,Subcompact Cars,1984,-2250
10.987,30,Subcompact Cars,1984,750
10.987,30,Subcompact Cars,1984,750
9.321585366,41,Subcompact Cars,1984,2250
15.69571429,21,Subcompact Cars,1984,-2250
13.73375,24,Subcompact Cars,1984,-1000
13.1844,25,Subcompact Cars,1984,-500
19.38882353,17,Subcompact Cars,1984,-4750
17.34789474,19,Subcompact Cars,1984,-3250
14.33086957,23,Subcompact Cars,1984,-1250
9.694411765,34,Subcompact Cars,1984,1750
13.1844,25,Subcompact Cars,1984,-500
17.34789474,19,Subcompact Cars,1984,-3250
17.34789474,19,Subcompact Cars,1984,-3250
17.34789474,19,Subcompact Cars,1984,-3250
16.4805,20,Subcompact Cars,1984,-2750
15.69571429,21,Subcompact Cars,1984,-2250
17.34789474,19,Subcompact Cars,1984,-3250
12.67730769,26,Subcompact Cars,1984,-250
16.4805,20,Subcompact Cars,1984,-2750
17.34789474,19,Subcompact Cars,1984,-3250
19.38882353,17,Subcompact Cars,1984,-4750
11.77178571,28,Subcompact Cars,1984,250
13.1844,25,Subcompact Cars,1984,-500
14.33086957,23,Subcompact Cars,1984,-1250
14.98227273,22,Subcompact Cars,1984,-1750
14.33086957,23,Subcompact Cars,1984,-1250
10.91957143,35,Subcompact Cars,1984,1250
15.69571429,21,Subcompact Cars,1984,-2250
25.35461538,13,Subcompact Cars,1984,-8500
16.4805,20,Subcompact Cars,1984,-2750
17.34789474,19,Subcompact Cars,1984,-3250
20.600625,16,Subcompact Cars,1984,-5500
12.67730769,26,Subcompact Cars,1984,-250
10.987,30,Subcompact Cars,1984,750
13.64946429,28,Subcompact Cars,1984,-500
16.4805,20,Subcompact Cars,1984,-2750
14.33086957,23,Subcompact Cars,1984,-1250
13.1844,25,Subcompact Cars,1984,-500
10.63258065,31,Subcompact Cars,1984,1000
13.1844,25,Subcompact Cars,1984,-500
17.34789474,19,Subcompact Cars,1984,-3250
17.34789474,19,Subcompact Cars,1984,-3250
14.33086957,23,Subcompact Cars,1984,-1250
13.1844,25,Subcompact Cars,1984,-500
9.694411765,34,Subcompact Cars,1984,1750
13.1844,25,Subcompact Cars,1984,-500
17.34789474,19,Subcompact Cars,1984,-3250
17.34789474,19,Subcompact Cars,1984,-3250
14.33086957,23,Subcompact Cars,1984,-1250
14.98227273,22,Subcompact Cars,1984,-1750
15.69571429,21,Subcompact Cars,1984,-2250
17.34789474,19,Subcompact Cars,1984,-3250
19.38882353,17,Subcompact Cars,1984,-4750
12.67730769,26,Subcompact Cars,1984,-250
12.20777778,27,Subcompact Cars,1984,0
13.73375,24,Subcompact Cars,1984,-1000
14.98227273,22,Subcompact Cars,1984,-1750
13.73375,24,Subcompact Cars,1984,-1000
14.33086957,23,Subcompact Cars,1984,-1250
14.33086957,23,Subcompact Cars,1984,-1250
41.20125,8,Subcompact Cars,1984,-19000
11.77178571,28,Subcompact Cars,1984,250
12.67730769,26,Subcompact Cars,1984,-250
12.67730769,26,Subcompact Cars,1984,-250
14.33086957,23,Subcompact Cars,1984,-1250
12.67730769,26,Subcompact Cars,1984,-250
17.34789474,19,Subcompact Cars,1984,-3250
12.20777778,27,Subcompact Cars,1984,0
11.36586207,29,Subcompact Cars,1984,500
11.24073529,34,Subcompact Cars,1984,1000
15.69571429,21,Subcompact Cars,1984,-2250
12.67730769,26,Subcompact Cars,1984,-250
14.33086957,23,Subcompact Cars,1984,-1250
10.0575,38,Subcompact Cars,1984,1750
12.20777778,27,Subcompact Cars,1984,0
14.98227273,22,Subcompact Cars,1984,-1750
12.67730769,26,Subcompact Cars,1984,-250
15.69571429,21,Subcompact Cars,1984,-2250
16.4805,20,Compact Cars,1984,-2750
18.31166667,18,Compact Cars,1984,-4000
21.974,15,Compact Cars,1984,-6250
13.73375,24,Compact Cars,1984,-1000
14.98227273,22,Compact Cars,1984,-1750
13.1844,25,Compact Cars,1984,-500
14.33086957,23,Compact Cars,1984,-1250
14.33086957,23,Compact Cars,1984,-1250
17.34789474,19,Compact Cars,1984,-3250
13.1844,25,Compact Cars,1984,-500
13.1844,25,Compact Cars,1984,-500
12.20777778,27,Compact Cars,1984,0
18.31166667,18,Compact Cars,1984,-4000
12.20777778,27,Compact Cars,1984,0
14.33086957,23,Compact Cars,1984,-1250
14.33086957,23,Compact Cars,1984,-1250
12.67730769,26,Compact Cars,1984,-250
13.73375,24,Compact Cars,1984,-1000
13.1844,25,Compact Cars,1984,-500
9.799615385,39,Compact Cars,1984,1750
11.24073529,34,Compact Cars,1984,1000
14.98227273,22,Compact Cars,1984,-1750
17.34789474,19,Compact Cars,1984,-3250
17.34789474,19,Compact Cars,1984,-3250
23.54357143,14,Compact Cars,1984,-7500
18.31166667,18,Compact Cars,1984,-4000
19.38882353,17,Compact Cars,1984,-4750
17.34789474,19,Compact Cars,1984,-3250
14.33086957,23,Compact Cars,1984,-1250
12.20777778,27,Compact Cars,1984,0
13.73375,24,Compact Cars,1984,-1000
13.73375,24,Compact Cars,1984,-1000
11.24073529,34,Compact Cars,1984,1000
14.98227273,22,Compact Cars,1984,-1750
14.33086957,23,Compact Cars,1984,-1250
11.58136364,33,Compact Cars,1984,750
17.37204545,22,Compact Cars,1984,-3000
17.37204545,22,Compact Cars,1984,-3000
21.974,15,Compact Cars,1984,-6250
13.73375,24,Compact Cars,1984,-1000
13.1844,25,Compact Cars,1984,-500
13.1844,25,Compact Cars,1984,-500
17.34789474,19,Compact Cars,1984,-3250
19.38882353,17,Compact Cars,1984,-4750
17.37204545,22,Compact Cars,1984,-3000
15.2874,25,Compact Cars,1984,-1500
17.37204545,22,Compact Cars,1984,-3000
15.924375,24,Compact Cars,1984,-2000
14.33086957,23,Compact Cars,1984,-1250
13.73375,24,Compact Cars,1984,-1000
14.98227273,22,Compact Cars,1984,-1750
11.36586207,29,Compact Cars,1984,500
13.73375,24,Compact Cars,1984,-1000
11.36586207,29,Compact Cars,1984,500
18.31166667,18,Compact Cars,1984,-4000
15.69571429,21,Compact Cars,1984,-2250
11.94328125,32,Compact Cars,1984,500
12.20777778,27,Compact Cars,1984,0
12.32854839,31,Compact Cars,1984,250
10.61625,36,Compact Cars,1984,1250
14.155,27,Compact Cars,1984,-750
11.58136364,33,Compact Cars,1984,750
18.31166667,18,Compact Cars,1984,-4000
19.38882353,17,Compact Cars,1984,-4750
16.4805,20,Compact Cars,1984,-2750
14.33086957,23,Compact Cars,1984,-1250
15.924375,24,Compact Cars,1984,-2000
19.38882353,17,Midsize Cars,1984,-4750
25.35461538,13,Midsize Cars,1984,-8500
14.33086957,23,Midsize Cars,1984,-1250
17.34789474,19,Midsize Cars,1984,-3250
17.34789474,19,Midsize Cars,1984,-3250
20.600625,16,Midsize Cars,1984,-5500
16.61673913,23,Midsize Cars,1984,-2500
21.974,15,Midsize Cars,1984,-6250
20.600625,16,Midsize Cars,1984,-5500
19.38882353,17,Midsize Cars,1984,-4750
18.19928571,21,Midsize Cars,1984,-3500
14.33086957,23,Midsize Cars,1984,-1250
15.2874,25,Midsize Cars,1984,-1500
13.73375,24,Midsize Cars,1984,-1000
17.34789474,19,Midsize Cars,1984,-3250
18.31166667,18,Midsize Cars,1984,-4000
21.974,15,Midsize Cars,1984,-6250
18.19928571,21,Midsize Cars,1984,-3500
14.98227273,22,Midsize Cars,1984,-1750
16.4805,20,Midsize Cars,1984,-2750
13.73375,24,Midsize Cars,1984,-1000
17.34789474,19,Midsize Cars,1984,-3250
16.4805,20,Midsize Cars,1984,-2750
14.33086957,23,Midsize Cars,1984,-1250
13.73375,24,Midsize Cars,1984,-1000
16.4805,20,Midsize Cars,1984,-2750
25.35461538,13,Midsize Cars,1984,-8500
13.73375,24,Midsize Cars,1984,-1000
17.34789474,19,Midsize Cars,1984,-3250
16.4805,20,Midsize Cars,1984,-2750
19.38882353,17,Midsize Cars,1984,-4750
18.31166667,18,Midsize Cars,1984,-4000
23.54357143,14,Midsize Cars,1984,-7500
20.600625,16,Midsize Cars,1984,-5500
20.600625,16,Midsize Cars,1984,-5500
16.4805,20,Midsize Cars,1984,-2750
17.34789474,19,Midsize Cars,1984,-3250
19.38882353,17,Midsize Cars,1984,-4750
25.35461538,13,Midsize Cars,1984,-8500
16.4805,20,Midsize Cars,1984,-2750
17.34789474,19,Midsize Cars,1984,-3250
16.61673913,23,Midsize Cars,1984,-2500
19.38882353,17,Midsize Cars,1984,-4750
18.19928571,21,Midsize Cars,1984,-3500
20.600625,16,Midsize Cars,1984,-5500
18.19928571,21,Midsize Cars,1984,-3500
25.35461538,13,Midsize Cars,1984,-8500
13.1844,25,Midsize Cars,1984,-500
16.4805,20,Midsize Cars,1984,-2750
21.974,15,Midsize Cars,1984,-6250
18.19928571,21,Midsize Cars,1984,-3500
21.974,15,Midsize Cars,1984,-6250
18.19928571,21,Midsize Cars,1984,-3500
14.33086957,23,Midsize Cars,1984,-1250
17.34789474,19,Midsize Cars,1984,-3250
14.33086957,23,Midsize Cars,1984,-1250
15.2874,25,Midsize Cars,1984,-1500
18.31166667,18,Midsize Cars,1984,-4000
16.61673913,23,Midsize Cars,1984,-2500
18.31166667,18,Midsize Cars,1984,-4000
18.19928571,21,Large Cars,1984,-3500
20.600625,16,Large Cars,1984,-5500
20.600625,16,Large Cars,1984,-5500
20.600625,16,Large Cars,1984,-5500
36.62333333,9,Large Cars,1984,-16000
19.38882353,17,Large Cars,1984,-4750
20.600625,16,Large Cars,1984,-5500
18.19928571,21,Large Cars,1984,-3500
20.600625,16,Large Cars,1984,-5500
20.600625,16,Large Cars,1984,-5500
20.600625,16,Large Cars,1984,-5500
18.19928571,21,Large Cars,1984,-3500
20.600625,16,Large Cars,1984,-5500
19.38882353,17,Large Cars,1984,-4750
18.19928571,21,Large Cars,1984,-3500
18.19928571,21,Large Cars,1984,-3500
13.73375,24,Small Station Wagons,1984,-1000
15.69571429,21,Small Station Wagons,1984,-2250
13.1844,25,Small Station Wagons,1984,-500
13.1844,25,Small Station Wagons,1984,-500
10.987,30,Small Station Wagons,1984,750
10.91957143,35,Small Station Wagons,1984,1250
13.73375,24,Small Station Wagons,1984,-1000
14.33086957,23,Small Station Wagons,1984,-1250
13.73375,24,Small Station Wagons,1984,-1000
13.1844,25,Small Station Wagons,1984,-500
13.1844,25,Small Station Wagons,1984,-500
14.33086957,23,Small Station Wagons,1984,-1250
13.73375,24,Small Station Wagons,1984,-1000
16.4805,20,Small Station Wagons,1984,-2750
13.73375,24,Small Station Wagons,1984,-1000
14.98227273,22,Small Station Wagons,1984,-1750
14.33086957,23,Small Station Wagons,1984,-1250
12.67730769,26,Small Station Wagons,1984,-250
13.1844,25,Small Station Wagons,1984,-500
13.73375,24,Small Station Wagons,1984,-1000
13.73375,24,Small Station Wagons,1984,-1000
13.1844,25,Small Station Wagons,1984,-500
14.33086957,23,Small Station Wagons,1984,-1250
13.1844,25,Small Station Wagons,1984,-500
14.98227273,22,Small Station Wagons,1984,-1750
17.34789474,19,Small Station Wagons,1984,-3250
11.36586207,29,Small Station Wagons,1984,500
12.67730769,26,Small Station Wagons,1984,-250
14.155,27,Small Station Wagons,1984,-750
18.31166667,18,Small Station Wagons,1984,-4000
19.38882353,17,Midsize Station Wagons,1984,-4750
14.98227273,22,Midsize Station Wagons,1984,-1750
17.34789474,19,Midsize Station Wagons,1984,-3250
14.33086957,23,Midsize Station Wagons,1984,-1250
14.33086957,23,Midsize Station Wagons,1984,-1250
17.34789474,19,Midsize Station Wagons,1984,-3250
15.69571429,21,Midsize Station Wagons,1984,-2250
14.33086957,23,Midsize Station Wagons,1984,-1250
13.73375,24,Midsize Station Wagons,1984,-1000
17.34789474,19,Midsize Station Wagons,1984,-3250
19.38882353,17,Midsize Station Wagons,1984,-4750
18.31166667,18,Midsize Station Wagons,1984,-4000
17.37204545,22,Midsize Station Wagons,1984,-3000
19.38882353,17,Midsize Station Wagons,1984,-4750
17.34789474,19,Midsize Station Wagons,1984,-3250
19.38882353,17,Midsize Station Wagons,1984,-4750
17.37204545,22,Midsize Station Wagons,1984,-3000
14.33086957,23,Midsize Station Wagons,1984,-1250
13.73375,24,Midsize Station Wagons,1984,-1000
18.31166667,18,Midsize Station Wagons,1984,-4000
15.2874,25,Midsize Station Wagons,1984,-1500
18.31166667,18,Midsize Station Wagons,1984,-4000
17.34789474,19,Midsize Station Wagons,1984,-3250
14.98227273,22,Midsize Station Wagons,1984,-1750
15.924375,24,Midsize Station Wagons,1984,-2000
20.600625,16,Midsize-Large Station Wagons,1984,-5500
21.974,15,Midsize-Large Station Wagons,1984,-6250
20.600625,16,Midsize-Large Station Wagons,1984,-5500
20.600625,16,Midsize-Large Station Wagons,1984,-5500
21.974,15,Midsize-Large Station Wagons,1984,-6250
13.73375,24,Small Pickup Trucks 2WD,1984,-1000
16.4805,20,Small Pickup Trucks 2WD,1984,-2750
14.98227273,22,Small Pickup Trucks 2WD,1984,-1750
13.1787931,29,Small Pickup Trucks 2WD,1984,-250
18.31166667,18,Small Pickup Trucks 2WD,1984,-4000
17.34789474,19,Small Pickup Trucks 2WD,1984,-3250
13.64946429,28,Small Pickup Trucks 2WD,1984,-500
14.33086957,23,Small Pickup Trucks 2WD,1984,-1250
16.4805,20,Small Pickup Trucks 2WD,1984,-2750
17.34789474,19,Small Pickup Trucks 2WD,1984,-3250
15.69571429,21,Small Pickup Trucks 2WD,1984,-2250
14.33086957,23,Small Pickup Trucks 2WD,1984,-1250
18.31166667,18,Small Pickup Trucks 2WD,1984,-4000
16.4805,20,Small Pickup Trucks 2WD,1984,-2750
13.73375,24,Small Pickup Trucks 2WD,1984,-1000
14.69942308,26,Small Pickup Trucks 2WD,1984,-1250
15.69571429,21,Small Pickup Trucks 2WD,1984,-2250
15.69571429,21,Small Pickup Trucks 2WD,1984,-2250
18.31166667,18,Small Pickup Trucks 2WD,1984,-4000
16.4805,20,Small Pickup Trucks 2WD,1984,-2750
13.73375,24,Small Pickup Trucks 2WD,1984,-1000
16.4805,20,Small Pickup Trucks 2WD,1984,-2750
14.98227273,22,Small Pickup Trucks 2WD,1984,-1750
13.1787931,29,Small Pickup Trucks 2WD,1984,-250
18.31166667,18,Small Pickup Trucks 2WD,1984,-4000
13.73375,24,Small Pickup Trucks 2WD,1984,-1000
15.924375,24,Small Pickup Trucks 2WD,1984,-2000
12.7395,30,Small Pickup Trucks 2WD,1984,0
17.34789474,19,Small Pickup Trucks 2WD,1984,-3250
14.98227273,22,Small Pickup Trucks 2WD,1984,-1750
13.73375,24,Small Pickup Trucks 2WD,1984,-1000
13.64946429,28,Small Pickup Trucks 2WD,1984,-500
16.4805,20,Small Pickup Trucks 2WD,1984,-2750
16.4805,20,Small Pickup Trucks 2WD,1984,-2750
14.33086957,23,Small Pickup Trucks 2WD,1984,-1250
18.31166667,18,Small Pickup Trucks 4WD,1984,-4000
16.4805,20,Small Pickup Trucks 4WD,1984,-2750
19.38882353,17,Small Pickup Trucks 4WD,1984,-4750
18.31166667,18,Small Pickup Trucks 4WD,1984,-4000
17.34789474,19,Small Pickup Trucks 4WD,1984,-3250
18.31166667,18,Small Pickup Trucks 4WD,1984,-4000
18.31166667,18,Small Pickup Trucks 4WD,1984,-4000
17.34789474,19,Small Pickup Trucks 4WD,1984,-3250
16.4805,20,Small Pickup Trucks 4WD,1984,-2750
15.69571429,21,Small Pickup Trucks 4WD,1984,-2250
15.69571429,21,Small Pickup Trucks 4WD,1984,-2250
19.38882353,17,Small Pickup Trucks 4WD,1984,-4750
17.34789474,19,Small Pickup Trucks 4WD,1984,-3250
15.2874,25,Small Pickup Trucks 4WD,1984,-1500
19.38882353,17,Small Pickup Trucks 4WD,1984,-4750
17.34789474,19,Small Pickup Trucks 4WD,1984,-3250
21.974,15,Standard Pickup Trucks 2WD,1984,-6250
19.38882353,17,Standard Pickup Trucks 2WD,1984,-4750
23.54357143,14,Standard Pickup Trucks 2WD,1984,-7500
21.974,15,Standard Pickup Trucks 2WD,1984,-6250
20.600625,16,Standard Pickup Trucks 2WD,1984,-5500
19.10925,20,Standard Pickup Trucks 2WD,1984,-4000
23.54357143,14,Standard Pickup Trucks 2WD,1984,-7500
23.54357143,14,Standard Pickup Trucks 2WD,1984,-7500
19.10925,20,Standard Pickup Trucks 2WD,1984,-4000
19.38882353,17,Standard Pickup Trucks 2WD,1984,-4750
21.974,15,Standard Pickup Trucks 2WD,1984,-6250
19.10925,20,Standard Pickup Trucks 2WD,1984,-4000
21.974,15,Standard Pickup Trucks 2WD,1984,-6250
20.600625,16,Standard Pickup Trucks 2WD,1984,-5500
27.4675,12,Standard Pickup Trucks 2WD,1984,-10000
27.4675,12,Standard Pickup Trucks 2WD,1984,-10000
29.96454545,11,Standard Pickup Trucks 2WD,1984,-11500
21.974,15,Standard Pickup Trucks 2WD,1984,-6250
29.96454545,11,Standard Pickup Trucks 2WD,1984,-11500
23.54357143,14,Standard Pickup Trucks 2WD,1984,-7500
19.38882353,17,Standard Pickup Trucks 2WD,1984,-4750
27.4675,12,Standard Pickup Trucks 2WD,1984,-10000
25.35461538,13,Standard Pickup Trucks 2WD,1984,-8500
21.974,15,Standard Pickup Trucks 2WD,1984,-6250
27.4675,12,Standard Pickup Trucks 2WD,1984,-10000
29.96454545,11,Standard Pickup Trucks 2WD,1984,-11500
23.54357143,14,Standard Pickup Trucks 2WD,1984,-7500
21.974,15,Standard Pickup Trucks 2WD,1984,-6250
29.96454545,11,Standard Pickup Trucks 2WD,1984,-11500
19.38882353,17,Standard Pickup Trucks 2WD,1984,-4750
21.974,15,Standard Pickup Trucks 2WD,1984,-6250
19.10925,20,Standard Pickup Trucks 2WD,1984,-4000
21.974,15,Standard Pickup Trucks 2WD,1984,-6250
20.600625,16,Standard Pickup Trucks 2WD,1984,-5500
19.38882353,17,Standard Pickup Trucks 2WD,1984,-4750
21.974,15,Standard Pickup Trucks 2WD,1984,-6250
20.600625,16,Standard Pickup Trucks 2WD,1984,-5500
19.10925,20,Standard Pickup Trucks 2WD,1984,-4000
23.54357143,14,Standard Pickup Trucks 2WD,1984,-7500
25.35461538,13,Standard Pickup Trucks 2WD,1984,-8500
19.10925,20,Standard Pickup Trucks 2WD,1984,-4000
17.34789474,19,Standard Pickup Trucks 2WD,1984,-3250
15.69571429,21,Standard Pickup Trucks 2WD,1984,-2250
16.4805,20,Standard Pickup Trucks 2WD,1984,-2750
12.7395,30,Standard Pickup Trucks 2WD,1984,0
21.974,15,Standard Pickup Trucks 4WD,1984,-6250
23.54357143,14,Standard Pickup Trucks 4WD,1984,-7500
25.35461538,13,Standard Pickup Trucks 4WD,1984,-8500
21.2325,18,Standard Pickup Trucks 4WD,1984,-5250
22.48147059,17,Standard Pickup Trucks 4WD,1984,-6000
27.4675,12,Standard Pickup Trucks 4WD,1984,-10000
21.2325,18,Standard Pickup Trucks 4WD,1984,-5250
16.4805,20,Standard Pickup Trucks 4WD,1984,-2750
19.38882353,17,Standard Pickup Trucks 4WD,1984,-4750
23.54357143,14,Standard Pickup Trucks 4WD,1984,-7500
29.96454545,11,Standard Pickup Trucks 4WD,1984,-11500
32.961,10,Standard Pickup Trucks 4WD,1984,-13500
29.96454545,11,Standard Pickup Trucks 4WD,1984,-11500
32.961,10,Standard Pickup Trucks 4WD,1984,-13500
21.974,15,Standard Pickup Trucks 4WD,1984,-6250
27.4675,12,Standard Pickup Trucks 4WD,1984,-10000
27.4675,12,Standard Pickup Trucks 4WD,1984,-10000
27.4675,12,Standard Pickup Trucks 4WD,1984,-10000
25.35461538,13,Standard Pickup Trucks 4WD,1984,-8500
27.4675,12,Standard Pickup Trucks 4WD,1984,-10000
32.961,10,Standard Pickup Trucks 4WD,1984,-13500
29.96454545,11,Standard Pickup Trucks 4WD,1984,-11500
23.54357143,14,Standard Pickup Trucks 4WD,1984,-7500
23.54357143,14,Standard Pickup Trucks 4WD,1984,-7500
25.35461538,13,Standard Pickup Trucks 4WD,1984,-8500
21.2325,18,Standard Pickup Trucks 4WD,1984,-5250
22.48147059,17,Standard Pickup Trucks 4WD,1984,-6000
27.4675,12,Standard Pickup Trucks 4WD,1984,-10000
22.48147059,17,Standard Pickup Trucks 4WD,1984,-6000
16.4805,20,Standard Pickup Trucks 4WD,1984,-2750
19.38882353,17,Standard Pickup Trucks 4WD,1984,-4750
19.38882353,17,Standard Pickup Trucks 4WD,1984,-4750
29.96454545,11,Standard Pickup Trucks 4WD,1984,-11500
29.96454545,11,Standard Pickup Trucks 4WD,1984,-11500
15.2874,25,Standard Pickup Trucks 4WD,1984,-1500
21.974,15,"Vans, Cargo Type",1984,-6250
20.600625,16,"Vans, Cargo Type",1984,-5500
21.974,15,"Vans, Cargo Type",1984,-6250
20.115,19,"Vans, Cargo Type",1984,-4500
23.54357143,14,"Vans, Cargo Type",1984,-7500
21.974,15,"Vans, Cargo Type",1984,-6250
27.4675,12,"Vans, Cargo Type",1984,-10000
29.96454545,11,"Vans, Cargo Type",1984,-11500
29.96454545,11,"Vans, Cargo Type",1984,-11500
29.96454545,11,"Vans, Cargo Type",1984,-11500
23.54357143,14,"Vans, Cargo Type",1984,-7500
20.600625,16,"Vans, Cargo Type",1984,-5500
18.31166667,18,"Vans, Cargo Type",1984,-4000
29.96454545,11,"Vans, Cargo Type",1984,-11500
25.35461538,13,"Vans, Cargo Type",1984,-8500
23.54357143,14,"Vans, Cargo Type",1984,-7500
32.961,10,"Vans, Cargo Type",1984,-13500
21.974,15,"Vans, Cargo Type",1984,-6250
20.600625,16,"Vans, Cargo Type",1984,-5500
23.54357143,14,"Vans, Cargo Type",1984,-7500
21.974,15,"Vans, Cargo Type",1984,-6250
20.115,19,"Vans, Cargo Type",1984,-4500
23.54357143,14,"Vans, Cargo Type",1984,-7500
23.54357143,14,"Vans, Cargo Type",1984,-7500
15.69571429,21,"Vans, Cargo Type",1984,-2250
23.54357143,14,"Vans, Passenger Type",1984,-7500
25.35461538,13,"Vans, Passenger Type",1984,-8500
25.35461538,13,"Vans, Passenger Type",1984,-8500
29.96454545,11,"Vans, Passenger Type",1984,-11500
20.600625,16,"Vans, Passenger Type",1984,-5500
27.4675,12,"Vans, Passenger Type",1984,-10000
27.4675,12,"Vans, Passenger Type",1984,-10000
27.4675,12,"Vans, Passenger Type",1984,-10000
25.35461538,13,"Vans, Passenger Type",1984,-8500
25.35461538,13,"Vans, Passenger Type",1984,-8500
32.961,10,"Vans, Passenger Type",1984,-13500
23.54357143,14,"Vans, Passenger Type",1984,-7500
23.54357143,14,"Vans, Passenger Type",1984,-7500
25.35461538,13,"Vans, Passenger Type",1984,-8500
21.2325,18,"Vans, Passenger Type",1984,-5250
16.4805,20,"Vans, Passenger Type",1984,-2750
21.974,15,"Vans, Passenger Type",1984,-6250
25.35461538,13,Special Purpose Vehicle 2WD,1984,-8500
19.38882353,17,Special Purpose Vehicle 2WD,1984,-4750
25.35461538,13,Special Purpose Vehicle 2WD,1984,-8500
15.69571429,21,Special Purpose Vehicle 2WD,1984,-2250
18.31166667,18,Special Purpose Vehicle 2WD,1984,-4000
18.31166667,18,Special Purpose Vehicle 2WD,1984,-4000
27.4675,12,Special Purpose Vehicle 2WD,1984,-10000
29.96454545,11,Special Purpose Vehicle 2WD,1984,-11500
14.98227273,22,Special Purpose Vehicle 2WD,1984,-1750
18.31166667,18,Special Purpose Vehicle 2WD,1984,-4000
25.35461538,13,Special Purpose Vehicle 2WD,1984,-8500
21.2325,18,Special Purpose Vehicle 2WD,1984,-5250
14.98227273,22,Special Purpose Vehicle 2WD,1984,-1750
18.31166667,18,Special Purpose Vehicle 2WD,1984,-4000
18.31166667,18,Special Purpose Vehicle 2WD,1984,-4000
14.155,27,Special Purpose Vehicle 2WD,1984,-750
14.98227273,22,Special Purpose Vehicle 2WD,1984,-1750
32.961,10,Special Purpose Vehicle 2WD,1984,-13500
18.31166667,18,Special Purpose Vehicle 4WD,1984,-4000
15.69571429,21,Special Purpose Vehicle 4WD,1984,-2250
19.38882353,17,Special Purpose Vehicle 4WD,1984,-4750
18.31166667,18,Special Purpose Vehicle 4WD,1984,-4000
15.69571429,21,Special Purpose Vehicle 4WD,1984,-2250
19.38882353,17,Special Purpose Vehicle 4WD,1984,-4750
23.54357143,14,Special Purpose Vehicle 4WD,1984,-7500
21.2325,18,Special Purpose Vehicle 4WD,1984,-5250
29.96454545,11,Special Purpose Vehicle 4WD,1984,-11500
16.4805,20,Special Purpose Vehicle 4WD,1984,-2750
18.31166667,18,Special Purpose Vehicle 4WD,1984,-4000
19.38882353,17,Special Purpose Vehicle 4WD,1984,-4750
29.96454545,11,Special Purpose Vehicle 4WD,1984,-11500
18.31166667,18,Special Purpose Vehicle 4WD,1984,-4000
25.35461538,13,Special Purpose Vehicle 4WD,1984,-8500
23.54357143,14,Special Purpose Vehicle 4WD,1984,-7500
25.35461538,13,Special Purpose Vehicle 4WD,1984,-8500
32.961,10,Special Purpose Vehicle 4WD,1984,-13500
27.4675,12,Special Purpose Vehicle 4WD,1984,-10000
29.96454545,11,Special Purpose Vehicle 4WD,1984,-11500
23.54357143,14,Special Purpose Vehicle 4WD,1984,-7500
27.4675,12,Special Purpose Vehicle 4WD,1984,-10000
23.8865625,16,Special Purpose Vehicle 4WD,1984,-7000
18.31166667,18,Special Purpose Vehicle 4WD,1984,-4000
19.38882353,17,Special Purpose Vehicle 4WD,1984,-4750
18.31166667,18,Special Purpose Vehicle 4WD,1984,-4000
16.4805,20,Special Purpose Vehicle 4WD,1984,-2750
20.600625,16,Special Purpose Vehicle 4WD,1984,-5500
19.38882353,17,Special Purpose Vehicle 4WD,1984,-4750
16.4805,20,Special Purpose Vehicle 4WD,1984,-2750
20.600625,16,Special Purpose Vehicle 4WD,1984,-5500
19.38882353,17,Special Purpose Vehicle 4WD,1984,-4750
20.600625,16,Special Purpose Vehicle 4WD,1984,-5500
20.600625,16,Special Purpose Vehicle 4WD,1984,-5500
19.38882353,17,Special Purpose Vehicle 4WD,1984,-4750
16.4805,20,Special Purpose Vehicle 4WD,1984,-2750
16.4805,20,Special Purpose Vehicle 4WD,1984,-2750
